name,birthname,偶像练习生,青春有你,青春有你2,青春有你3,创造101,创造营2019,创造营2020,创造营2021,明日之子,明日之子2,明日之子3,明日之子4,明日创作计划,下一站传奇,以团之名,少年之名,snh48,akb48,gp999,dd52,中国好男儿,快乐男声2013,快乐女声2016,快乐男声2017,流行之王,星动亚洲,燃烧吧少年,A级战场,原子少年,加油美少女,SING女团,蜜蜂少女,other,gender
陈奕廷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Male
卢焕刚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Male
郑乔意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Male
潘睿睿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Male
邱建豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Male
郭哲成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Male
李建廷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Male
卢可沛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Male
林品安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
陈俊仰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
慕辰灏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
吴信翰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
邱柏豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
吴承恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
根祈彬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
董哲玮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
郑传儒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
丁禹翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
曾有荣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
汤国伟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
高何伯铠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
林刘世枫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
许杰铭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
林裕城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
林澄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
黎恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,Male
何昌霖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
黄崇峻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
言硕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
徐承宏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
康平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
刘凯杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
休宁恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
张凯翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
梁芫闳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
陈柏安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
李洸铭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,Male
黄莑茗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
吴旻桦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
洪禹翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李秉谕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林毓家,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈翊桦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
王柏融,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
卢佾旸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈家毅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
须弘道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
蓝子桓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
许孟维,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
洪定义,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林子佑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
蔡朕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
梁善钧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
郑明德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
廖学文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
傅俊杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
周祖安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
黄文廷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林佳辰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
钟朋宪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈廷轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈廷豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈文翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
郭哲玮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
刘伟峻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
夏浦洋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈峻廷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
徐彭臒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李哲言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李承隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
何书玮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林家漾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林嘉玮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈信恺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
许智翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈治廷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
江尚儒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
徐翊心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
周昀逵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
郭子珩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
谢宜君,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
黄上玮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
饶高赫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈伟宸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
罗奕杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
曹家齐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈水丰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
刘新民,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
唐立杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
孔祥豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈威恺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
吕植宇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
黄威任,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
张峻玮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
高胥崴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈子辁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林川佑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
蔡承佑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
何世华,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
高有翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
吴昱廷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林宣豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈柏谛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
黄培峰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
刘浩文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
郑杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
周子翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
邱胜扬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
范庭瑜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
赖子腾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李永承,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
詹峻翎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
吕尊扬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈任佑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
孔宥钧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
蔡承祐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
杨景翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林子祐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈冠叡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
王孝元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
高嘉佑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
周安德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
张志轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
王煜开,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
蔡作园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
吕明圣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
吴育洋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
蔡世文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈泰河,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
蓝柏胜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
马耀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
钟家骏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
苏佑钧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
戴君谚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
张凯喆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
刘光曜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李许志,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林皓扬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林中昱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李竣伟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林政宏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
胡维庭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
杨凯文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
简岳成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
周全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李哲安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
万加安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
谷焄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
阿谚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈昌渝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
乐恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
张珀玮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
尤薪发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
胡凯闳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
王梓亘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈建翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
王凯圣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李呈恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
黄炯铭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
赵浚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
杨子平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
罗杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
郑渝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
戴仕豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
张永玄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
王霆钧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
任立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林信宏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
赖盈浩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈治源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
李东翰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
颜士叡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈家裕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
陈传欣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
王钒豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
张恩瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
林冠谕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
何旻伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
曾柏彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,Male
牟敏雪,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
程鸣,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王瑾姿,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王金金,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
李施羽,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
毒药,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
唐焯仪,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
史兆怡,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
韩雨晴,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
陈炫霖,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘臻,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘启笛,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张杏子,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
黄妙琦,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
熊洋,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
詹特,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
李彦谚,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
卢明蔚,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
于颂,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
陈爽,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
鲁照华,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
申婧雯,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
季星星,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
朱丽,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
黑晨曦,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
关筱涵,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
余姿昀,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
马梦云,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
吴蓓,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张芯萍,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王曼玉,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
罗晓雨,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
吕口口,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
胡楚靓,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘晓盈,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
卓丹,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
李大霏,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
万星璐,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
赵洁莹,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
陈赟亦,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
徐梦涵,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
缪如婷,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘其,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
冯瑶瑶,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘雅纯,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
普娜尔,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
乔汇,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
罗一丹,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
任帅,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刑丹,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
谢东韵,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王祖贤,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘佳,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
冷碗碗,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
马一凡,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
聂维,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
蔡晶洁,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
蔡菲凡,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
邹亿佳,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
马诗琪,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
米雪,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
冯晔,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
周玥,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
唐梓曼,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
郭汗玉,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
沈琰彬,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
胡宛琪,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
魏佩瑶,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
蓝艺环,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
杜雨默,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
肖盈吟,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张笑语,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
陈怡霏,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
胡珍,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
孙大日,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
美霖,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
朱依瑶,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张宁,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
沈琳子,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘娜,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
陈敏,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
于晴,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
彭靓,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
黄佳欣,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
潘怡瑾,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
罗雪苡,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王岚昕,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王萌,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张婉清,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
韩若言,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王姣琳,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
洪洁,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张晓钰,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘凡,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王倩,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张锦芝,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
孙悦,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
朱吟,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
闫欣,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
梁露丹,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
秦星雨,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
梁湘宁,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
周温,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘晶晶,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
陆君仪,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
周恩,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
杨诗琦,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
刘芯彤,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张思思,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王玉琦,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
张雨佳,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
林静,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
闵柏慧,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
李晨溪,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
黄伊宁,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
